location	phenotype	pheno_mim	inherit	mapping_key	gene_related	gene_mim	annovar_gene
1q41	Warburg micro syndrome 2	614225	AR	3	RAB3GAP2	609275	RAB3GAP2
11q24.2	Holoprosencephaly 11	614226	AD	3	CDON	608707	CDON
14q32.31	"Charcot-Marie-Tooth disease, axonal, type 20"	614228	AD	3	DYNC1H1	600112	DYNC1H1
1q32.2	"Spinocerebellar ataxia, autosomal recessive 11"	614229	AR	3	SYT14	610949	SYT14
18q21.1	"Microcephaly, epilepsy, and diabetes syndrome"	614231	AR	3	IER3IP1	609382	IER3IP1
6q23.2	"Mental retardation, autosomal recessive 18"	614249	AR	3	MED23	605042	MED23
6p22.1	?Narcolepsy 7	614250	AD	3	MOG	159465	MOG
3q27.1	{Parkinson disease 18}	614251	AD	3	EIF4G1	600495	EIF4G1
9q34.3	"Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant"	614254	AD	3	GRIN1	138249	GRIN1
2q37.3	"Mental retardation, autosomal dominant 9"	614255	AD	3	KIF1A	601255	KIF1A
22q12.3	"?Mental retardation, autosomal dominant 10"	614256	None	3	CACNG2	602911	CACNG2
20q11.23	"?Mental retardation, autosomal dominant 11"	614257	None	3	EPB41L1	602879	EPB41L1
2p13.1	Microcephaly-capillary malformation syndrome	614261	AR	3	STAMBP	606247	STAMBP
14q24.3	"?Arthrogryposis, Perthes disease, and upward gaze palsy"	614262	AR	3	NEK9	609798	NEK9
16q24.3	Combined malonic and methylmalonic aciduria	614265	None	3	ACSF3	614245	ACSF3
8p22	Barrett esophagus/esophageal adenocarcinoma	614266	None	3	MSR1	153622	MSR1
8q22.3	Barrett esophagus/esophageal adenocarcinoma	614266	None	3	CTHRC1	610635	CTHRC1
10q22.1	Barrett esophagus/esophageal adenocarcinoma	614266	None	3	ASCC1	614215	ASCC1
6p12.3	Platelet-activating factor acetylhydrolase deficiency	614278	AR	3	PLA2G7	601690	PLA2G7
10p15.1	46XY sex reversal 8	614279	AR	3	AKR1C2	600450	AKR1C2
10p15.1	"{46XY sex reversal 8, modifier of}"	614279	AR	3	AKR1C4	600451	AKR1C4
1p34.2	"?Stickler syndrome, type V"	614284	AR	3	COL9A2	120260	COL9A2
2q33.1	"Myelodysplastic syndrome, somatic"	614286	None	3	SF3B1	605590	SF3B1
3q21.3	"{Myelodysplastic syndrome, susceptibility to}"	614286	None	3	GATA2	137295	GATA2
4q24	"Myelodysplastic syndrome, somatic"	614286	None	3	TET2	612839	TET2
20q11.21	"Myelodysplastic syndrome, somatic"	614286	None	3	ASXL1	612990	ASXL1
17q12	"{Breast-ovarian cancer, familial, susceptibility to, 4}"	614291	None	3	RAD51D	602954	RAD51D
3q28	"Myopia, high, with cataract and vitreoretinal degeneration"	614292	AR	3	P3H2	610341	P3H2
6q13	"Hydatidiform mole, recurrent, 2"	614293	AR	3	KHDC3L	611687	KHDC3L
4p16.1	"Wolfram-like syndrome, autosomal dominant"	614296	AD	3	WFS1	606201	WFS1
19q12	Neurodegeneration with brain iron accumulation 4	614298	AR	3	C19orf12	614297	C19orf12
2p13.1	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	614299	AR	3	BOLA3	613183	BOLA3
10q22.2	Hypermethioninemia due to adenosine kinase deficiency	614300	AR	3	ADK	102750	ADK
3p25.1	"Emery-Dreifuss muscular dystrophy 7, AD"	614302	AD	3	TMEM43	612048	TMEM43
15q25.1	EDICT syndrome	614303	AD	3	MIR184	613146	MIR184
11p11.2	Sclerosteosis 2	614305	AD	3	LRP4	604270	LRP4
12q13.13	?Cognitive impairment with or without cerebellar ataxia	614306	AD	3	SCN8A	600702	SCN8A
5p13.2	Alpha-methylacyl-CoA racemase deficiency	614307	AR	3	AMACR	604489	AMACR
17q21.31	"{Pancreatic cancer, susceptibility to, 4}"	614320	None	3	BRCA1	113705	BRCA1
3p25.3	"Myopathy, distal, Tateyama type"	614321	AD	3	CAV3	601253	CAV3
16q23.1-q23.2	"Spinocerebellar ataxia, autosomal recessive 12"	614322	AR	3	WWOX	605131	WWOX
17q21.2	Ovarian dysgenesis 3	614324	AR	3	PSMC3IP	608665	PSMC3IP
2p16.3	Pitt-Hopkins-like syndrome 2	614325	AR	3	NRXN1	600565	NRXN1
13q31.3	Feingold syndrome 2	614326	AD	3	MIR17HG	609415	MIR17HG
3p21.1	Tumor predisposition syndrome	614327	AD	3	BAP1	603089	BAP1
2p25.1	"?Inflammatory skin and bowel disease, neonatal, 1"	614328	AR	3	ADAM17	603639	ADAM17
3p24.1	"Colorectal cancer, hereditary nonpolyposis, type 6"	614331	None	3	TGFBR2	190182	TGFBR2
2p16.3	"{Schizophrenia, susceptibility to, 17}"	614332	None	3	NRXN1	600565	NRXN1
12q23.2	"Arthrogryposis, distal, type 1B"	614335	AD	3	MYBPC1	160794	MYBPC1
7p22.1	"Colorectal cancer, hereditary nonpolyposis, type 4"	614337	None	3	PMS2	600259	PMS2
10q25.3	?Pancreatic lipase deficiency	614338	AR	3	PNLIP	246600	PNLIP
15q26.3	"Mental retardation, autosomal recessive 27"	614340	AR	3	LINS1	610350	LINS1
2p16.3	"Colorectal cancer, hereditary nonpolyposis, type 5"	614350	AD	3	MSH6	600678	MSH6
19q13.33	"?Peripheral neuropathy, myopathy, hoarseness, and hearing loss"	614369	AD	3	MYH14	608568	MYH14
22q12.3	"Surfactant metabolism dysfunction, pulmonary, 5"	614370	AR	3	CSF2RB	138981	CSF2RB
19p13.2	"{Dengue fever, protection against}"	614371	None	3	CD209	604672	CD209
10q21.1	"{Chronic infections, due to MBL deficiency}"	614372	AD	3	MBL2	154545	MBL2
9p13.3	"?Amyotrophic lateral sclerosis 16, juvenile"	614373	AR	3	SIGMAR1	601978	SIGMAR1
6p21.33	"[Blood group, Rodgers]"	614374	None	3	C4A	120810	C4A
4p14	?Short-rib thoracic dysplasia 5 with or without polydactyly	614376	AR	3	WDR19	608151	WDR19
4p14	Nephronophthisis 13	614377	AR	3	WDR19	608151	WDR19
4p14	?Cranioectodermal dysplasia 4	614378	AR	3	WDR19	608151	WDR19
6p21.33	C4B deficiency	614379	None	3	C4B	120820	C4B
6p21.33	C4a deficiency	614380	AR	3	C4A	120810	C4A
12q23.3	"Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism"	614381	AR	3	POLR3B	614366	POLR3B
11q24.2	"{Bacteremia, protection against}"	614382	None	3	TIRAP	606252	TIRAP
3p21.2	"{Bacteremia, susceptibility to}"	614383	None	3	CISH	602441	CISH
14q24.3	"Colorectal cancer, hereditary nonpolyposis, type 7"	614385	None	3	MLH3	604395	MLH3
12p11.21	"Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1"	614388	AD	3	DNM1L	603850	DNM1L
1q24.2	"{Pregnancy loss, recurrent, susceptibility to, 1}"	614389	AD	3	F5	612309	F5
11p11.2	"{Pregnancy loss, recurrent, susceptibility to, 2}"	614390	AD	3	F2	176930	F2
4q27	"{Pregnancy loss, recurrent, susceptibility to, 3}"	614391	AD	3	ANXA5	131230	ANXA5
1q32.1	"{Graft-versus-host disease, protection against}"	614395	None	3	IL10	124092	IL10
5q23.2	"Myopathy, areflexia, respiratory distress, and dysphagia, early-onset"	614399	AR	3	MEGF10	612453	MEGF10
5q23.2	"Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant"	614399	AR	3	MEGF10	612453	MEGF10
7p21.3	"{Glucocorticoid therapy, response to}"	614400	None	3	GLCCI1	614283	GLCCI1
12q15	"{Accelerated tumor formation, susceptibility to}"	614401	None	3	MDM2	164785	MDM2
10q25.3	"?Microphthalmia, syndromic 11"	614402	AR	3	VAX1	604294	VAX1
12q21.31	Centronuclear myopathy 3	614408	AD	3	MYF6	159991	MYF6
9p13.3	"Spastic paraplegia 46, autosomal recessive"	614409	AR	3	GBA2	609471	GBA2
9p13.3	[Glycerol quantitative trait locus]	614411	AR	3	AQP7	602974	AQP7
20q11.23	?Chilblain lupus 2	614415	AD	3	SAMHD1	606754	SAMHD1
2p13.2	Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies	614416	None	3	CYP26B1	605207	CYP26B1
8q13.2	"Epilepsy, familial temporal lobe, 5"	614417	AD	3	CPA6	609562	CPA6
8q13.2	"Febrile seizures, familial, 11"	614418	AR	3	CPA6	609562	CPA6
10q24.2	"Aspartate aminotransferase, serum level of, QTL1"	614419	None	3	GOT1	138180	GOT1
3p14.3	Systemic lupus erythematosus 16	614420	AR	3	DNASE1L3	602244	DNASE1L3
2q33.1	Joubert syndrome 14	614424	AR	3	TMEM237	614423	TMEM237
8p23.1	Ventricular septal defect 1	614429	AD	3	GATA4	600576	GATA4
8p23.1	Atrioventricular septal defect 4	614430	AD	3	GATA4	600576	GATA4
6q24.1	Ventricular septal defect 2	614431	AD	3	CITED2	602937	CITED2
5q35.1	Ventricular septal defect 3	614432	AD	3	NKX2-5	600584	NKX2-5
6q24.1	Atrial septal defect 8	614433	AD	3	CITED2	602937	CITED2
14q32.12	"Cutis laxa, autosomal dominant 2"	614434	None	3	FBLN5	604580	FBLN5
5q35.1	Hypoplastic left heart syndrome 2	614435	AD	3	NKX2-5	600584	NKX2-5
9q33.3-q34.1	"Charcot-Marie-Tooth disease, axonal, type 2P"	614436	AD	3	LRSAM1	610933	LRSAM1
11q13.1	"Cutis laxa, autosomal recessive, type IB"	614437	AR	3	EFEMP2	604633	EFEMP2
17q25.3	"Cutis laxa, autosomal recessive, type IIIB"	614438	None	3	PYCR1	179035	PYCR1
3q22.1-q22.2	"Hypertrophic osteoarthropathy, primary, autosomal recessive 2"	614441	AR	3	SLCO2A1	601460	SLCO2A1
17q21.1	"Hypothyroidism, congenital, nongoitrous, 6"	614450	AD	3	THRA	190120	THRA
14q32.33	"Charcot-Marie-Tooth disease, dominant intermediate E"	614455	AD	3	INF2	610982	INF2
3p13	"{Melanoma, cutaneous malignant, susceptibility to, 8}"	614456	None	3	MITF	156845	MITF
6q14.1	"Ichthyosis, spastic quadriplegia, and mental retardation"	614457	AR	3	ELOVL4	605512	ELOVL4
7q35	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type)	614458	AR	3	TPK1	606370	TPK1
4p14	"Hyperglycinemia, lactic acidosis, and seizures"	614462	AR	3	LIAS	607031	LIAS
7q32.2	Joubert syndrome 15	614464	AR	3	CEP41	610523	CEP41
11q12.2	Joubert syndrome 16	614465	AR	3	TMEM138	614459	TMEM138
11q22.2	"{Coronary heart disease, susceptibility to, 6}"	614466	None	3	MMP3	185250	MMP3
16q23.3	Familial cold autoinflammatory syndrome 3	614468	AD	3	PLCG2	600220	PLCG2
1p13.2	"?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic"	614470	None	3	NRAS	164790	NRAS
12p12.1	RAS-associated autoimmune leukoproliferative disorder	614470	AD	3	KRAS	190070	KRAS
16p13.11	"Arterial calcification, generalized, of infancy, 2"	614473	AR	3	ABCC6	603234	ABCC6
18q11.2	Atrioventricular septal defect 5	614474	AD	3	GATA6	601656	GATA6
18q11.2	Atrial septal defect 9	614475	AD	3	GATA6	601656	GATA6
12q13.12	"Hypertriglyceridemia, transient infantile"	614480	AR	3	GPD1	138420	GPD1
3q25.31	"Congenital cataracts, hearing loss, and neurodegeneration"	614482	AR	3	SLC33A1	603690	SLC33A1
13q34	Porencephaly 2	614483	AD	3	COL4A2	120090	COL4A2
9p22.3	Trigonocephaly 2	614485	AD	3	FREM1	608944	FREM1
20p11.21	Thrombophilia due to thrombomodulin defect	614486	None	3	THBD	188040	THBD
18p11.21	"Spastic ataxia 5, autosomal recessive"	614487	AR	3	AFG3L2	604581	AFG3L2
4q22.1	[Junior blood group system]	614490	None	3	ABCG2	603756	ABCG2
17q21.2	"Pseudohypoaldosteronism, type IIB"	614491	AD	3	WNK4	601844	WNK4
12p13.33	"Pseudohypoaldosteronism, type IIC"	614492	AD	3	WNK1	605232	WNK1
2q31.1	?Wiskott-Aldrich syndrome 2	614493	None	3	WIPF1	602357	WIPF1
5q31.2	"Pseudohypoaldosteronism, type IID"	614495	AD	3	KLHL3	605775	KLHL3
2q36.2	"Pseudohypoaldosteronism, type IIE"	614496	AD	3	CUL3	603136	CUL3
2q35	"Microphthalmia, isolated, with coloboma 7"	614497	AD	3	ABCB6	605452	ABCB6
7p22.3	"Rigidity and multifocal seizure syndrome, lethal neonatal"	614498	AR	3	BRAT1	614506	BRAT1
12q22	"Mental retardation, autosomal recessive 34, with variant lissencephaly"	614499	AR	3	CRADD	603454	CRADD
8q22.1	Retinitis pigmentosa 64	614500	AR	3	C8orf37	614477	C8orf37
8q22.1	Cone-rod dystrophy 16	614500	AR	3	C8orf37	614477	C8orf37
1p34.3	"Psychomotor retardation, epilepsy, and craniofacial dysmorphism"	614501	AR	3	SNIP1	608241	SNIP1
5q31.3	Usher syndrome type 3B	614504	AR	3	HARS	142810	HARS
1p36.12	"?Congenital disorder of glycosylation, type Ir"	614507	AR	3	DDOST	602202	DDOST
15q15.1	Mirror movements 2	614508	AD	3	RAD51A	179617	RAD51
3q11.1	"Thrombophilia due to protein S deficiency, autosomal recessive"	614514	AR	3	PROS1	176880	PROS1
13q34	"{Hemorrhage, intracerebral, susceptibility to}"	614519	None	3	COL4A1	120130	COL4A1
13q34	"{Hemorrhage, intracerebral, susceptibility to}"	614519	None	3	COL4A2	120090	COL4A2
17q23.3	"{Stroke, hemorrhagic}"	614519	None	3	ACE	106180	ACE
9p24.1	Thrombocythemia 3	614521	AD	3	JAK2	147796	JAK2
6p21.32	Fibrochondrogenesis 2	614524	AD	3	COL11A2	120290	COL11A2
19q13.2	"Efavirenz, poor metabolism of"	614546	None	3	CYP2B6	123930	CYP2B6
19q13.2	"{Efavirenz central nervous system toxicity, susceptibility to}"	614546	None	3	CYP2B6	123930	CYP2B6
7p14.3	"Ehlers-Danlos syndrome, kyphoscoliotic type, 2"	614557	AR	3	FKBP14	614505	FKBP14
12q13.13	"Epileptic encephalopathy, early infantile, 13"	614558	AD	3	SCN8A	600702	SCN8A
22q13.2	Infantile cerebellar-retinal degeneration	614559	AR	3	ACO2	100850	ACO2
17p13.1	"Leukoencephalopathy, brain calcifications, and cysts"	614561	AR	3	SNORD118	616663	SNORD118
14q32.31	"Mental retardation, autosomal dominant 13"	614563	AD	3	DYNC1H1	600112	DYNC1H1
3q23	"?Cutaneous telangiectasia and cancer syndrome, familial"	614564	AD	3	ATR	601215	ATR
17q12	"Night blindness, congenital stationary (complete), 1E, autosomal recessive"	614565	AR	3	GPR179	614515	GPR179
13q14.11	"Congenital disorder of glycosylation, type IIl"	614576	AR	3	COG6	606977	COG6
3q22.1	Combined oxidative phosphorylation deficiency 9	614582	AR	3	MRPL3	607118	MRPL3
17q25.3	Baraitser-Winter syndrome 2	614583	AD	3	ACTG1	102560	ACTG1
10q26.13	Bent bone dysplasia syndrome	614592	AD	3	FGFR2	176943	FGFR2
17p13.2	Olmsted syndrome	614594	AD	3	TRPV3	607066	TRPV3
4p12	Preeclampsia/eclampsia 5	614595	None	3	CORIN	605236	CORIN
6p21.33	Trichohepatoenteric syndrome 2	614602	AR	3	SKIV2L	600478	SKIV2L
1p36.11	Coffin-Siris syndrome 2	614607	AD	3	ARID1A	603024	ARID1A
22q11.23	Coffin-Siris syndrome 3	614608	AD	3	SMARCB1	601607	SMARCB1
19p13.2	Coffin-Siris syndrome 4	614609	AD	3	SMARCA4	603254	SMARCA4
5q11.2-q12.1	"Acrodysostosis 2, with or without hormone resistance"	614613	AD	3	PDE4D	600129	PDE4D
19q13.31-q13.32	"Deafness, autosomal dominant 4B"	614614	AD	3	CEACAM16	614591	CEACAM16
5p13.2	Joubert syndrome 17	614615	AR	3	C5orf42	614571	C5orf42
12p12.3	Diarrhea 6	614616	AD	3	GUCY2C	601330	GUCY2C
16p13.3	"Deafness , autosomal recessive 86"	614617	AR	3	TBC1D24	613577	TBC1D24
11p15.1	Hyperekplexia 3	614618	AD	3	SLC6A5	604159	SLC6A5
4q32.1	"Hyperekplexia 2, autosomal recessive"	614619	None	3	GLRB	138492	GLRB
5q12.1	UV-sensitive syndrome 2	614621	AR	3	ERCC8	609412	ERCC8
4p16.3	UV-sensitive syndrome 3	614640	AR	3	UVSSA	614632	UVSSA
7p21.2	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7"	614643	AR	3	ISPD	614631	ISPD
14q24.3	"Coenzyme Q10 deficiency, primary, 6"	614650	AR	3	COQ6	614647	COQ6
10p12.1	"Coenzyme Q10 deficiency, primary, 2"	614651	AR	3	PDSS1	607429	PDSS1
6q21	"Coenzyme Q10 deficiency, primary, 3"	614652	AR	3	PDSS2	610564	PDSS2
6p12.1	"?Neuropathy, hereditary sensory and autonomic, type VI"	614653	AR	3	DST	113810	DST
16q21	"Coenzyme Q10 deficiency, primary, 5"	614654	AR	3	COQ9	612837	COQ9
1q32.2	Cortisone reductase deficiency 2	614662	AD	3	HSD11B1	600713	HSD11B1
12p12.3	Meconium ileus	614665	AR	3	GUCY2C	601330	GUCY2C
20p12.3-p12.2	Auriculocondylar syndrome 2	614669	AD	3	PLCB4	600810	PLCB4
7q21.2	"?Cardiomyopathy, dilated, 2B"	614672	AR	3	GATAD1	614518	GATAD1
4q12	"Microcephaly 8, primary, autosomal recessive"	614673	AR	3	CEP135	611423	CEP135
5q12.3	"Periodic fever, menstrual cycle dependent"	614674	AD	3	HTR1A	109760	HTR1A
4q12	Bone marrow failure syndrome 1	614675	AD	3	SRP72	602122	SRP72
9p13.2	"Pontocerebellar hypoplasia, type 1B"	614678	AR	3	EXOSC3	606489	EXOSC3
17q21.31	"Ciliary dyskinesia, primary, 17"	614679	AR	3	CCDC103	614677	CCDC103
11p15.5	"{Influenza, severe, susceptibility to}"	614680	None	3	IFITM3	605579	IFITM3
1q21.3	"[Interleukin-6 receptor, soluble, serum level of, QTL]"	614689	None	3	IL6R	147880	IL6R
7q34	"Cataract 38, autosomal recessive"	614691	AR	3	AGK	610345	AGK
3p11.2	Amyotrophic lateral sclerosis 17	614696	AD	3	CHMP2B	609512	CHMP2B
1q32.2	"Immunodeficiency, common variable, 7"	614699	AR	3	CR2	120650	CR2
4q31.3	"Immunodeficiency, common variable, 8, with autoimmunity"	614700	AR	3	LRBA	606453	LRBA
8q24.11	Cornelia de Lange syndrome 4	614701	AD	3	RAD21	606462	RAD21
6q13	Combined oxidative phosphorylation deficiency 10	614702	AR	3	MTO1	614667	MTO1
17q21.31	"Ceroid lipofuscinosis, neuronal, 11"	614706	AR	3	GRN	138945	GRN
8q24.3	Brown-Vialetto-Van Laere syndrome 2	614707	AR	3	SLC52A2	607882	SLC52A2
16q24.2	"Porokeratosis 7, multiple types"	614714	AD	3	MVD	603236	MVD
16q24.3	Adenine phosphoribosyltransferase deficiency	614723	AR	3	APRT	102600	APRT
4q12	"Congenital disorder of glycosylation, type IIk"	614727	AR	3	TMEM165	614726	TMEM165
3q22.2	?Seckel syndrome 6	614728	AR	3	CEP63	614724	CEP63
17p12	"{Prostate cancer, hereditary, 2, susceptibility to}"	614731	None	3	ELAC2	605367	ELAC2
11p15.4	IMAGE syndrome	614732	AD	3	CDKN1C	600856	CDKN1C
5p12	"Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency"	614736	AR	3	NNT	607878	NNT
6q25.3	"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome"	614739	AR	3	SERAC1	614725	SERAC1
17p13.1	{Basal cell carcinoma 7}	614740	None	3	TP53	191170	TP53
6q27	Mitochondrial pyruvate carrier deficiency	614741	AR	3	BRP44L	614738	MPC1
5p15.33	"{Pulmonary fibrosis and/or bone marrow failure, telomere-related, 1}"	614742	AD	3	TERT	187270	TERT
3q26.2	"{Pulmonary fibrosis, idiopathic, susceptibility to}"	614743	AD	3	TERC	602322	TERC
3q26.2	{Aplastic anemia}	614743	AD	3	TERC	602322	TERC
17q21.32	"Facial paresis, hereditary congenital, 3"	614744	AR	3	HOXB1	142968	HOXB1
15q24.1	"[Blood group, John-Milton-Hagen system]"	614745	None	3	SEMA7A	607961	SEMA7A
17q21.33	"Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital"	614748	AR	3	ITGA3	605025	ITGA3
9p13.3	Hyperphosphatasia with mental retardation syndrome 2	614749	AR	3	PIGO	614730	PIGO
11q23.3	"Myasthenic syndrome, congenital, 13, with tubular aggregates"	614750	AR	3	DPAGT1	191350	DPAGT1
2p11.2	"?Neuronopathy, distal hereditary motor, type VB"	614751	AD	3	REEP1	609139	REEP1
1q21.3	"[Interleukin 6, serum level of, QTL]"	614752	None	3	IL6R	147880	IL6R
19p13.13	Sotos syndrome 2	614753	AD	3	NFIX	164005	NFIX
1p36.31-p36.23	"Cerebellar ataxia, nonprogressive, with mental retardation"	614756	AD	3	CAMTA1	611501	CAMTA1
18q21.1	"Heterotaxy, visceral, 6, autosomal recessive"	614779	AR	3	CCDC11	614759	CFAP53
16p11.2	"Essential tremor, hereditary, 4"	614782	AD	3	FUS	137070	FUS
2p24.3	"Short stature, optic nerve atrophy, and Pelger-Huet anomaly"	614800	AR	3	NBAS	608025	NBAS
16p13.3	?Centronuclear myopathy 4	614807	AD	3	CCDC78	614666	CCDC78
17p13.2	Amyotrophic lateral sclerosis 18	614808	None	3	PFN1	176610	PFN1
1q31.3	Nephropathy due to CFHR5 deficiency	614809	AD	3	CFHR5	608593	CFHR5
12p13.31	"{Multiple sclerosis, susceptibility to, 5}"	614810	None	3	TNFRSF1A	191190	TNFRSF1A
3p21.2	"Short stature, onychodysplasia, facial dysmorphism, and hypotrichosis"	614813	AR	3	POC1A	614783	POC1A
4p15.2	Adams-Oliver syndrome 3	614814	AD	3	RBPJ	147183	RBPJ
10q24.1	Joubert syndrome 18	614815	AR	3	TCTN3	613847	TCTN3
1q41	Loeys-Dietz syndrome 4	614816	AD	3	TGFB2	190220	TGFB2
15q13.3	"Interstitial nephritis, karyomegalic"	614817	AR	3	FAN1	613534	FAN1
14q24.3	"?Weill-Marchesani syndrome 3, recessive"	614819	AR	3	LTBP2	602091	LTBP2
19q13.2	Alternating hemiplegia of childhood 2	614820	AD	3	ATP1A3	182350	ATP1A3
16p13.3	Spermatogenic failure 10	614822	AD	3	SEPT12	611562	SEPT12
15q22.31	Aortic valve disease 2	614823	AD	3	SMAD6	602931	SMAD6
3p22.1	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8"	614830	AR	3	POMGNT2	614828	POMGNT2
6q24.3	"Spinocerebellar ataxia, autosomal recessive 13"	614831	AR	3	GRM1	604473	GRM1
4q21.1	"Amelogenesis imperfecta, type IIA4"	614832	AR	3	ODAPH	614829	C4orf26
18q22.2	"Microcephaly, short stature, and polymicrogyria with seizures"	614833	AR	3	RTTN	610436	RTTN
19p13.3	Hypogonadotropic hypogonadism 8 with or without anosmia	614837	AR	3	KISS1R	604161	KISS1R
9q34.3	Hypogonadotropic hypogonadism 9 with or without anosmia	614838	AD	3	NSMF	608137	NSMF
12q13.3	Hypogonadotropic hypogonadism 10 with or without anosmia	614839	AR	3	TAC3	162330	TAC3
4q24	Hypogonadotropic hypogonadism 11 with or without anosmia	614840	AR	3	TACR3	162332	TACR3
8p21.2	?Hypogonadotropic hypogonadism 12 with or without anosmia	614841	AR	3	GNRH1	152760	GNRH1
1q32.1	?Hypogonadotropic hypogonadism 13 with or without anosmia	614842	AR	3	KISS1	603286	KISS1
16q12.1	Nephronophthisis 14	614844	AD	3	ZNF423	604557	ZNF423
16q12.1	Joubert syndrome 19	614844	AD	3	ZNF423	604557	ZNF423
11q23.3	Nephronophthisis 15	614845	AR	3	CEP164	614848	CEP164
1p34.2	"{Epilepsy, idiopathic generalized, susceptibility to, 12}"	614847	AD	3	SLC2A1	138140	SLC2A1
14q32.32	"{?Herpes simplex encephalitis, susceptibility to, 3}"	614849	None	3	TRAF3	601896	TRAF3
19p13.3	"{Herpes simplex encephalitic, susceptibility to, 6}"	614850	None	3	TICAM1	607601	TICAM1
14q22.1	?Seckel syndrome 7	614851	AR	3	NIN	608684	NIN
15q21.1	"Microcephaly 9, primary, autosomal recessive"	614852	AR	3	CEP152	613529	CEP152
8p21.3	"Osteogenesis imperfecta, type XIII"	614856	AR	3	BMP1	112264	BMP1
14q24.3	"Methylmalonic aciduria and homocystinuria, cblJ type"	614857	AR	3	ABCD4	603214	ABCD4
10q26.12	Hypogonadotropic hypogonadism 14 with or without anosmia	614858	AD	3	WDR11	606417	WDR11
17q12	Peroxisome biogenesis disorder 3A (Zellweger)	614859	AR	3	PEX12	601758	PEX12
9q34.3	?Dystonia 23	614860	AD	3	CACNA1B	601012	CACNA1B
21q22.3	"Deafness, autosomal recessive 98"	614861	AR	3	TSPEAR	612920	TSPEAR
6p21.1	Peroxisome biogenesis disorder 4A (Zellweger)	614862	AR	3	PEX6	601498	PEX6
6p21.1	Peroxisome biogenesis disorder 4B	614863	AR	3	PEX6	601498	PEX6
8q21.13	Peroxisome biogenesis disorder 5A (Zellweger)	614866	AR	3	PEX2	170993	PEX2
8q21.13	Peroxisome biogenesis disorder 5B	614867	AR	3	PEX2	170993	PEX2
20q13.12	"T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations"	614868	None	3	STK4	604965	STK4
15q25.1	"Usher syndrome, type IJ"	614869	AR	3	CIB2	605564	CIB2
1p36.32	Peroxisome biogenesis disorder 6A (Zellweger)	614870	AR	3	PEX10	602859	PEX10
1p36.32	Peroxisome biogenesis disorder 6B	614871	AR	3	PEX10	602859	PEX10
22q11.21	Peroxisome biogenesis disorder 7A (Zellweger)	614872	AR	3	PEX26	608666	PEX26
22q11.21	Peroxisome biogenesis disorder 7B	614873	AR	3	PEX26	608666	PEX26
7p22.3	"Ciliary dyskinesia, primary, 18"	614874	AR	3	DNAAF5	614864	DNAAF5
11p11.2	Peroxisome biogenesis disorder 8A (Zellweger)	614876	AR	3	PEX16	603360	PEX16
11p11.2	Peroxisome biogenesis disorder 8B	614877	AR	3	PEX16	603360	PEX16
16q23.3	"Autoinflammation, antibody deficiency, and immune dysregulation syndrome"	614878	AD	3	PLCG2	600220	PLCG2
6q23.3	Peroxisome biogenesis disorder 9B	614879	None	3	PEX7	601757	PEX7
2q14.3	{Hypogonadotropic hypogonadism 15 with or without anosmia}	614880	AD	3	HS6ST1	604846	HS6ST1
2q35	"Spinal muscular atrophy, distal, autosomal recessive, 5"	614881	AR	3	DNAJB2	604139	DNAJB2
6q24.2	Peroxisome biogenesis disorder 10A (Zellweger)	614882	AR	3	PEX3	603164	PEX3
2p15	Peroxisome biogenesis disorder 11A (Zellweger)	614883	AR	3	PEX13	601789	PEX13
2p15	Peroxisome biogenesis disorder 11B	614885	AR	3	PEX13	601789	PEX13
1q23.2	Peroxisome biogenesis disorder 12A (Zellweger)	614886	AR	3	PEX19	600279	PEX19
1p36.22	Peroxisome biogenesis disorder 13A (Zellweger)	614887	AR	3	PEX14	601791	PEX14
21q22.11	"Immunodeficiency 28, mycobacteriosis"	614889	AR	3	IFNGR2	147569	IFNGR2
5q33.3	"Immunodeficiency 29, mycobacteriosis"	614890	AR	3	IL12B	161561	IL12B
19p13.11	Immunodeficiency 30	614891	AR	3	IL12RB1	601604	IL12RB1
2q32.2	"Immunodeficiency 31A, mycobacteriosis, autosomal dominant"	614892	AD	3	STAT1	600555	STAT1
16q24.1	"Immunodeficiency 32A, mycobacteriosis, autosomal dominant"	614893	AD	3	IRF8	601565	IRF8
16q24.1	"Immunodeficiency 32B, monocyte and dendritic cell deficiency, autosomal recessive"	614894	AR	3	IRF8	601565	IRF8
19q13.2	"Charcot-Marie-Tooth disease, type 4F"	614895	AR	3	PRX	605725	PRX
